环片号码,管理行程,记录日期,记录时刻,土仓内土压(左),后筒体俯仰角,回转角,螺旋机回转速度,千斤顶总推力,推力指数,刀盘回转速度,刀盘马达总扭距,扭矩指数,螺旋机扭距,推进速度,能耗,贯入度,地表变形
452,1462,2015-4-15,3:45:06,0.22,-0.21,-0.13,0.4,29032,5406.935598,1.1,3768,16.27817753,2,18,49844.47508,0.016363636,-18.856
453,1554,2015-4-17,10:13:33,0.23,-0.27,0.15,2.9,29369,5469.698663,1.1,3466,14.97350407,7.72,16,51557.91411,0.014545455,-18.904
454,1515,2015-4-18,8:43:31,0.18,-0.28,-0.05,2.7,30368,5655.752971,1.1,3083,13.31890163,2.04,15,49002.60702,0.013636364,-18.952
455,1459,2015-4-19,23:40:28,0.16,-0.28,0.01,2.2,31012,5775.691884,0.71,1824,7.879882118,2,11,26030.85988,0.015492958,-19
456,1509,2015-4-20,16:06:27,0.12,-0.21,0.07,1.4,32149,5987.447387,0.77,1801,7.78051957,2.11,8,37871.06866,0.01038961,-17.79
457,1459,2015-4-21,5:03:52,0.12,-0.16,-0.05,2.3,31729,5909.226357,1.1,2008,8.674782507,2.11,13,37127.20153,0.011818182,-16.58
458,1584,2015-4-21,16:57:17,0.1,-0.11,0.04,2.7,26209,4881.17853,1.1,1925,8.31621331,9.17,13,35450.35449,0.011818182,-15.37
459,1475,2015-4-22,13:32:22,0.08,-0.06,-0.03,0.7,26623,4958.282117,0.7,2442,10.5497106,9.86,10,37173.7273,0.014285714,-14.16
460,1539,2015-4-23,9:41:23,0.11,0.01,0.01,0.4,26816,4994.226543,0.68,3221,13.91507692,8.59,9,52548.99429,0.013235294,-12.95
461,1433,2015-5-5,17:29:34,0.12,0.03,0.07,0.1,20485,3815.137632,0.4,1805,7.797800013,2,10,16013.31424,0.025,-15.144
462,1799,2015-5-6,21:48:04,0.16,0.07,-0.04,2.3,16568,3085.633404,0.25,577,2.492703938,2.11,36,1410.128703,0.144,-17.338
463,1546,2015-5-7,19:42:14,0.12,0.04,0.08,2.8,19506,3632.808135,0.3,898,3.879459508,2.07,30,2564.70646,0.1,-19.532
464,1580,2015-5-7,23:18:15,0.12,-0.17,-0.05,7.8,16389,3052.296346,0.3,1294,5.590223389,10.27,45,2384.403027,0.15,-21.726
465,1521,2015-5-8,5:24:02,0.16,-0.12,-0.04,2,15271,2844.079413,0.3,1018,4.397872805,11.18,49,1838.606449,0.163333333,-23.92
466,1473,2015-5-8,16:08:23,0.15,-0.17,0.01,0.3,12214,2274.742057,0.3,812,3.507929978,1.97,52,1406.809588,0.173333333,-19.75667
467,1517,2015-5-9,6:41:47,0.15,-0.18,0.04,0.5,12326,2295.600998,0.3,687,2.967916127,2.04,48,1327.650978,0.16,-15.59333
468,1519,2015-5-9,18:03:36,0.14,-0.09,0,0.2,14928,2780.198905,0.3,553,2.389021278,2.11,26,1858.447155,0.086666667,-11.43
469,680,2015-5-9,23:44:38,0.08,0.15,-0.14,1.5,11922,2220.359817,0.34,454,1.961330308,2.11,25,1713.080806,0.073529412,-12
